hand,value,handvalue,score
"('03S', '12D', '02D', '02C', '09S')",17.1293,,516345.0
"('12D', '02D', '02C', '08H', '07D')",17.1287,,516197.0
"('06C', '12D', '02D', '02C', '08H')",17.1286,,516049.0
"('12D', '02D', '02C', '05S', '08H')",17.1285,,515901.0
"('12D', '02D', '02C', '08H', '04C')",17.1284,,515754.0
"('03S', '12D', '02D', '02C', '08H')",17.1283,,515606.0
"('06C', '12D', '02D', '02C', '07D')",17.1276,,515458.0
"('12D', '02D', '02C', '05S', '07D')",17.1275,,515310.0
"('12D', '02D', '02C', '04C', '07D')",17.1274,,515163.0
"('03S', '12D', '02D', '02C', '07D')",17.1273,,515015.0
"('06C', '12D', '02D', '02C', '05S')",17.1265,,514867.0
"('06C', '12D', '02D', '02C', '04C')",17.1264,,514719.0
"('06C', '03S', '12D', '02D', '02C')",17.1263,,514572.0
"('12D', '02D', '02C', '05S', '04C')",17.1254,,514424.0
"('03S', '12D', '02D', '02C', '05S')",17.1253,,514276.0
"('03S', '12D', '02D', '02C', '04C')",17.1243,,514128.0
"('11D', '10D', '02D', '02C', '09S')",17.120900000000002,,513981.0
"('11D', '10D', '02D', '02C', '08H')",17.120800000000003,,513833.0
"('11D', '10D', '02D', '02C', '07D')",17.1207,,513685.0
"('11D', '10D', '06C', '02D', '02C')",17.1206,,513537.0
"('11D', '10D', '02D', '02C', '05S')",17.1205,,513390.0
"('11D', '10D', '02D', '02C', '04C')",17.1204,,513242.0
"('11D', '10D', '03S', '02D', '02C')",17.1203,,513094.0
"('11D', '02D', '02C', '08H', '09S')",17.1198,,512946.0
"('11D', '02D', '02C', '09S', '07D')",17.119699999999998,,512799.0
"('11D', '06C', '02D', '02C', '09S')",17.1196,,512651.0
"('11D', '02D', '02C', '05S', '09S')",17.1195,,512503.0
"('11D', '02D', '02C', '04C', '09S')",17.1194,,512355.0
"('11D', '03S', '02D', '02C', '09S')",17.1193,,512208.0
"('11D', '02D', '02C', '08H', '07D')",17.118699999999997,,512060.0
"('11D', '06C', '02D', '02C', '08H')",17.118599999999997,,511912.0
"('11D', '02D', '02C', '05S', '08H')",17.118499999999997,,511764.0
"('11D', '02D', '02C', '08H', '04C')",17.118399999999998,,511617.0
"('11D', '03S', '02D', '02C', '08H')",17.118299999999998,,511469.0
"('11D', '06C', '02D', '02C', '07D')",17.1176,,511321.0
"('11D', '02D', '02C', '05S', '07D')",17.1175,,511173.0
"('11D', '02D', '02C', '04C', '07D')",17.1174,,511026.0
"('11D', '03S', '02D', '02C', '07D')",17.1173,,510878.0
"('11D', '06C', '02D', '02C', '05S')",17.1165,,510730.0
"('11D', '06C', '02D', '02C', '04C')",17.1164,,510582.0
"('11D', '06C', '03S', '02D', '02C')",17.1163,,510435.0
"('11D', '02D', '02C', '05S', '04C')",17.115399999999998,,510287.0
"('11D', '03S', '02D', '02C', '05S')",17.115299999999998,,510139.0
"('11D', '03S', '02D', '02C', '04C')",17.1143,,509991.0
"('10D', '02D', '02C', '08H', '09S')",17.109800000000003,,509844.0
"('10D', '02D', '02C', '09S', '07D')",17.1097,,509696.0
"('10D', '06C', '02D', '02C', '09S')",17.1096,,509548.0
"('10D', '02D', '02C', '05S', '09S')",17.1095,,509400.0
"('10D', '02D', '02C', '04C', '09S')",17.1094,,509253.0
"('10D', '03S', '02D', '02C', '09S')",17.1093,,509105.0
"('10D', '02D', '02C', '08H', '07D')",17.1087,,508957.0
"('10D', '06C', '02D', '02C', '08H')",17.1086,,508809.0
"('10D', '02D', '02C', '05S', '08H')",17.1085,,508662.0
"('10D', '02D', '02C', '08H', '04C')",17.1084,,508514.0
"('10D', '03S', '02D', '02C', '08H')",17.1083,,508366.0
"('10D', '06C', '02D', '02C', '07D')",17.1076,,508218.0
"('10D', '02D', '02C', '05S', '07D')",17.1075,,508071.0
"('10D', '02D', '02C', '04C', '07D')",17.107400000000002,,507923.0
"('10D', '03S', '02D', '02C', '07D')",17.107300000000002,,507775.0
"('10D', '06C', '02D', '02C', '05S')",17.1065,,507627.0
"('10D', '06C', '02D', '02C', '04C')",17.1064,,507480.0
"('10D', '06C', '03S', '02D', '02C')",17.1063,,507332.0
"('10D', '02D', '02C', '05S', '04C')",17.1054,,507184.0
"('10D', '03S', '02D', '02C', '05S')",17.1053,,507036.0
"('10D', '03S', '02D', '02C', '04C')",17.104300000000002,,506889.0
"('02D', '02C', '08H', '09S', '07D')",17.098699999999997,,506741.0
"('06C', '02D', '02C', '08H', '09S')",17.098599999999998,,506593.0
"('02D', '02C', '05S', '08H', '09S')",17.098499999999998,,506445.0
"('02D', '02C', '08H', '04C', '09S')",17.098399999999998,,506298.0
"('03S', '02D', '02C', '08H', '09S')",17.0983,,506150.0
"('06C', '02D', '02C', '09S', '07D')",17.0976,,506002.0
"('02D', '02C', '05S', '09S', '07D')",17.0975,,505854.0
"('02D', '02C', '04C', '09S', '07D')",17.0974,,505707.0
"('03S', '02D', '02C', '09S', '07D')",17.0973,,505559.0
"('06C', '02D', '02C', '05S', '09S')",17.0965,,505411.0
"('06C', '02D', '02C', '04C', '09S')",17.0964,,505263.0
"('06C', '03S', '02D', '02C', '09S')",17.0963,,505116.0
"('02D', '02C', '05S', '04C', '09S')",17.095399999999998,,504968.0
"('03S', '02D', '02C', '05S', '09S')",17.095299999999998,,504820.0
"('03S', '02D', '02C', '04C', '09S')",17.0943,,504672.0
"('06C', '02D', '02C', '08H', '07D')",17.0876,,504525.0
"('02D', '02C', '05S', '08H', '07D')",17.0875,,504377.0
"('02D', '02C', '08H', '04C', '07D')",17.0874,,504229.0
"('03S', '02D', '02C', '08H', '07D')",17.0873,,504081.0
"('06C', '02D', '02C', '05S', '08H')",17.086499999999997,,503933.0
"('06C', '02D', '02C', '08H', '04C')",17.086399999999998,,503786.0
"('06C', '03S', '02D', '02C', '08H')",17.086299999999998,,503638.0
"('02D', '02C', '05S', '08H', '04C')",17.085399999999996,,503490.0
"('03S', '02D', '02C', '05S', '08H')",17.085299999999997,,503342.0
"('03S', '02D', '02C', '08H', '04C')",17.0843,,503195.0
"('06C', '02D', '02C', '05S', '07D')",17.0765,,503047.0
"('06C', '02D', '02C', '04C', '07D')",17.0764,,502899.0
"('06C', '03S', '02D', '02C', '07D')",17.0763,,502751.0
"('02D', '02C', '05S', '04C', '07D')",17.0754,,502604.0
"('03S', '02D', '02C', '05S', '07D')",17.0753,,502456.0
"('03S', '02D', '02C', '04C', '07D')",17.0743,,502308.0
"('06C', '02D', '02C', '05S', '04C')",17.065399999999997,,502160.0
"('06C', '03S', '02D', '02C', '05S')",17.065299999999997,,502013.0
"('06C', '03S', '02D', '02C', '04C')",17.0643,,501865.0
"('03S', '02D', '02C', '05S', '04C')",17.0543,,501717.0
"('11D', '12D', '14S', '13S', '09S')",14.14319,,501569.0
"('11D', '12D', '14S', '13S', '08H')",14.143180000000001,,501177.0
"('11D', '12D', '14S', '13S', '07D')",14.14317,,500785.0
"('11D', '06C', '12D', '14S', '13S')",14.14316,,500392.0
"('11D', '12D', '05S', '14S', '13S')",14.14315,,500000.0
"('11D', '12D', '14S', '13S', '04C')",14.14314,,499607.0
"('11D', '03S', '12D', '14S', '13S')",14.143130000000001,,499215.0
"('11D', '12D', '02D', '14S', '13S')",14.14312,,498822.0
"('10D', '12D', '14S', '13S', '09S')",14.14309,,498430.0
"('10D', '12D', '14S', '13S', '08H')",14.143080000000001,,498037.0
"('10D', '12D', '14S', '13S', '07D')",14.14307,,497645.0
"('10D', '06C', '12D', '14S', '13S')",14.14306,,497252.0
"('10D', '12D', '05S', '14S', '13S')",14.14305,,496860.0
"('10D', '12D', '14S', '13S', '04C')",14.143040000000001,,496467.0
"('10D', '03S', '12D', '14S', '13S')",14.143030000000001,,496075.0
"('10D', '12D', '02D', '14S', '13S')",14.14302,,495683.0
"('12D', '14S', '13S', '08H', '09S')",14.142980000000001,,495290.0
"('12D', '14S', '13S', '09S', '07D')",14.14297,,494898.0
"('06C', '12D', '14S', '13S', '09S')",14.14296,,494505.0
"('12D', '05S', '14S', '13S', '09S')",14.14295,,494113.0
"('12D', '14S', '13S', '04C', '09S')",14.142940000000001,,493720.0
"('03S', '12D', '14S', '13S', '09S')",14.142930000000002,,493328.0
"('12D', '02D', '14S', '13S', '09S')",14.14292,,492935.0
"('12D', '14S', '13S', '08H', '07D')",14.14287,,492543.0
"('06C', '12D', '14S', '13S', '08H')",14.14286,,492150.0
"('12D', '05S', '14S', '13S', '08H')",14.142850000000001,,491758.0
"('12D', '14S', '13S', '08H', '04C')",14.142840000000001,,491365.0
"('03S', '12D', '14S', '13S', '08H')",14.142830000000002,,490973.0
"('12D', '02D', '14S', '13S', '08H')",14.14282,,490580.0
"('06C', '12D', '14S', '13S', '07D')",14.14276,,490188.0
"('12D', '05S', '14S', '13S', '07D')",14.142750000000001,,489796.0
"('12D', '14S', '13S', '04C', '07D')",14.142740000000002,,489403.0
"('03S', '12D', '14S', '13S', '07D')",14.142730000000002,,489011.0
"('12D', '02D', '14S', '13S', '07D')",14.14272,,488618.0
"('06C', '12D', '05S', '14S', '13S')",14.142650000000001,,488226.0
"('06C', '12D', '14S', '13S', '04C')",14.142640000000002,,487833.0
"('06C', '03S', '12D', '14S', '13S')",14.142630000000002,,487441.0
"('06C', '12D', '02D', '14S', '13S')",14.14262,,487048.0
"('12D', '05S', '14S', '13S', '04C')",14.142540000000002,,486656.0
"('03S', '12D', '05S', '14S', '13S')",14.142530000000002,,486263.0
"('12D', '02D', '05S', '14S', '13S')",14.142520000000001,,485871.0
"('03S', '12D', '14S', '13S', '04C')",14.142430000000003,,485478.0
"('12D', '02D', '14S', '13S', '04C')",14.142420000000001,,485086.0
"('03S', '12D', '02D', '14S', '13S')",14.14232,,484693.0
"('11D', '10D', '14S', '13S', '09S')",14.14209,,484301.0
"('11D', '10D', '14S', '13S', '08H')",14.14208,,483909.0
"('11D', '10D', '14S', '13S', '07D')",14.142069999999999,,483516.0
"('11D', '10D', '06C', '14S', '13S')",14.142059999999999,,483124.0
"('11D', '10D', '05S', '14S', '13S')",14.14205,,482731.0
"('11D', '10D', '14S', '13S', '04C')",14.14204,,482339.0
"('11D', '10D', '03S', '14S', '13S')",14.14203,,481946.0
"('11D', '10D', '02D', '14S', '13S')",14.142019999999999,,481554.0
"('11D', '14S', '13S', '08H', '09S')",14.14198,,481161.0
"('11D', '14S', '13S', '09S', '07D')",14.141969999999999,,480769.0
"('11D', '06C', '14S', '13S', '09S')",14.14196,,480376.0
"('11D', '05S', '14S', '13S', '09S')",14.14195,,479984.0
"('11D', '14S', '13S', '04C', '09S')",14.14194,,479591.0
"('11D', '03S', '14S', '13S', '09S')",14.14193,,479199.0
"('11D', '02D', '14S', '13S', '09S')",14.141919999999999,,478807.0
"('11D', '14S', '13S', '08H', '07D')",14.141869999999999,,478414.0
"('11D', '06C', '14S', '13S', '08H')",14.14186,,478022.0
"('11D', '05S', '14S', '13S', '08H')",14.14185,,477629.0
"('11D', '14S', '13S', '08H', '04C')",14.14184,,477237.0
"('11D', '03S', '14S', '13S', '08H')",14.14183,,476844.0
"('11D', '02D', '14S', '13S', '08H')",14.14182,,476452.0
"('11D', '06C', '14S', '13S', '07D')",14.14176,,476059.0
"('11D', '05S', '14S', '13S', '07D')",14.14175,,475667.0
"('11D', '14S', '13S', '04C', '07D')",14.14174,,475274.0
"('11D', '03S', '14S', '13S', '07D')",14.14173,,474882.0
"('11D', '02D', '14S', '13S', '07D')",14.14172,,474489.0
"('11D', '06C', '05S', '14S', '13S')",14.14165,,474097.0
"('11D', '06C', '14S', '13S', '04C')",14.14164,,473704.0
"('11D', '06C', '03S', '14S', '13S')",14.141630000000001,,473312.0
"('11D', '06C', '02D', '14S', '13S')",14.14162,,472920.0
"('11D', '05S', '14S', '13S', '04C')",14.14154,,472527.0
"('11D', '03S', '05S', '14S', '13S')",14.141530000000001,,472135.0
"('11D', '02D', '05S', '14S', '13S')",14.14152,,471742.0
"('11D', '03S', '14S', '13S', '04C')",14.141430000000001,,471350.0
"('11D', '02D', '14S', '13S', '04C')",14.14142,,470957.0
"('11D', '03S', '02D', '14S', '13S')",14.141319999999999,,470565.0
"('10D', '14S', '13S', '08H', '09S')",14.14098,,470172.0
"('10D', '14S', '13S', '09S', '07D')",14.14097,,469780.0
"('10D', '06C', '14S', '13S', '09S')",14.14096,,469387.0
"('10D', '05S', '14S', '13S', '09S')",14.14095,,468995.0
"('10D', '14S', '13S', '04C', '09S')",14.14094,,468602.0
"('10D', '03S', '14S', '13S', '09S')",14.14093,,468210.0
"('10D', '02D', '14S', '13S', '09S')",14.14092,,467818.0
"('10D', '14S', '13S', '08H', '07D')",14.14087,,467425.0
"('10D', '06C', '14S', '13S', '08H')",14.14086,,467033.0
"('10D', '05S', '14S', '13S', '08H')",14.14085,,466640.0
"('10D', '14S', '13S', '08H', '04C')",14.14084,,466248.0
"('10D', '03S', '14S', '13S', '08H')",14.140830000000001,,465855.0
"('10D', '02D', '14S', '13S', '08H')",14.14082,,465463.0
"('10D', '06C', '14S', '13S', '07D')",14.14076,,465070.0
"('10D', '05S', '14S', '13S', '07D')",14.14075,,464678.0
"('10D', '14S', '13S', '04C', '07D')",14.140740000000001,,464285.0
"('10D', '03S', '14S', '13S', '07D')",14.140730000000001,,463893.0
"('10D', '02D', '14S', '13S', '07D')",14.14072,,463500.0
"('10D', '06C', '05S', '14S', '13S')",14.14065,,463108.0
"('10D', '06C', '14S', '13S', '04C')",14.140640000000001,,462715.0
"('10D', '06C', '03S', '14S', '13S')",14.140630000000002,,462323.0
"('10D', '06C', '02D', '14S', '13S')",14.14062,,461931.0
"('10D', '05S', '14S', '13S', '04C')",14.140540000000001,,461538.0
"('10D', '03S', '05S', '14S', '13S')",14.140530000000002,,461146.0
"('10D', '02D', '05S', '14S', '13S')",14.14052,,460753.0
"('10D', '03S', '14S', '13S', '04C')",14.140430000000002,,460361.0
"('10D', '02D', '14S', '13S', '04C')",14.14042,,459968.0
"('10D', '03S', '02D', '14S', '13S')",14.14032,,459576.0
"('14S', '13S', '08H', '09S', '07D')",14.13987,,459183.0
"('06C', '14S', '13S', '08H', '09S')",14.13986,,458791.0
"('05S', '14S', '13S', '08H', '09S')",14.139850000000001,,458398.0
"('14S', '13S', '08H', '04C', '09S')",14.139840000000001,,458006.0
"('03S', '14S', '13S', '08H', '09S')",14.139830000000002,,457613.0
"('02D', '14S', '13S', '08H', '09S')",14.13982,,457221.0
"('06C', '14S', '13S', '09S', '07D')",14.13976,,456829.0
"('05S', '14S', '13S', '09S', '07D')",14.139750000000001,,456436.0
"('14S', '13S', '04C', '09S', '07D')",14.139740000000002,,456044.0
"('03S', '14S', '13S', '09S', '07D')",14.139730000000002,,455651.0
"('02D', '14S', '13S', '09S', '07D')",14.13972,,455259.0
"('06C', '05S', '14S', '13S', '09S')",14.139650000000001,,454866.0
"('06C', '14S', '13S', '04C', '09S')",14.139640000000002,,454474.0
"('06C', '03S', '14S', '13S', '09S')",14.139630000000002,,454081.0
"('06C', '02D', '14S', '13S', '09S')",14.13962,,453689.0
"('05S', '14S', '13S', '04C', '09S')",14.139540000000002,,453296.0
"('03S', '05S', '14S', '13S', '09D')",14.139530000000002,,452904.0
"('02D', '05S', '14S', '13S', '09S')",14.139520000000001,,452511.0
"('03S', '14S', '13S', '04C', '09S')",14.139430000000003,,452119.0
"('02D', '14S', '13S', '04C', '09S')",14.139420000000001,,451726.0
"('03S', '02D', '14S', '13S', '09S')",14.13932,,451334.0
"('06C', '14S', '13S', '08H', '07D')",14.13876,,450942.0
"('05S', '14S', '13S', '08H', '07D')",14.13875,,450549.0
"('14S', '13S', '08H', '04C', '07D')",14.13874,,450157.0
"('03S', '14S', '13S', '08H', '07D')",14.13873,,449764.0
"('02D', '14S', '13S', '08H', '07D')",14.13872,,449372.0
"('06C', '05S', '14S', '13S', '08H')",14.13865,,448979.0
"('06C', '14S', '13S', '08H', '04C')",14.13864,,448587.0
"('06C', '03S', '14S', '13S', '08H')",14.138630000000001,,448194.0
"('06C', '02D', '14S', '13S', '08H')",14.13862,,447802.0
"('05S', '14S', '13S', '08H', '04C')",14.13854,,447409.0
"('03S', '05S', '14S', '13S', '08H')",14.138530000000001,,447017.0
"('02D', '05S', '14S', '13S', '08H')",14.13852,,446624.0
"('03S', '14S', '13S', '08H', '04C')",14.138430000000001,,446232.0
"('02D', '14S', '13S', '08H', '04C')",14.13842,,445839.0
"('03S', '02D', '14S', '13S', '08H')",14.138319999999998,,445447.0
"('06C', '05S', '14S', '13S', '07D')",14.13765,,445055.0
"('06C', '14S', '13S', '04C', '07D')",14.137640000000001,,444662.0
"('06C', '03S', '14S', '13S', '07D')",14.137630000000001,,444270.0
"('06C', '02D', '14S', '13S', '07D')",14.13762,,443877.0
"('05S', '14S', '13S', '04C', '07D')",14.137540000000001,,443485.0
"('03S', '05S', '14S', '13S', '07D')",14.137530000000002,,443092.0
"('02D', '05S', '14S', '13S', '07D')",14.13752,,442700.0
"('03S', '14S', '13S', '04C', '07D')",14.137430000000002,,442307.0
"('02D', '14S', '13S', '04C', '07D')",14.13742,,441915.0
"('03S', '02D', '14S', '13S', '07D')",14.137319999999999,,441522.0
"('06C', '05S', '14S', '13S', '04C')",14.136540000000002,,441130.0
"('06C', '03S', '05S', '14S', '13S')",14.136530000000002,,440737.0
"('06C', '02D', '05S', '14S', '13S')",14.13652,,440345.0
"('06C', '03S', '14S', '13S', '04C')",14.136430000000002,,439953.0
"('06C', '02D', '14S', '13S', '04C')",14.136420000000001,,439560.0
"('06C', '03S', '02D', '14S', '13S')",14.13632,,439168.0
"('03S', '05S', '14S', '13S', '04C')",14.135430000000003,,438775.0
"('02D', '05S', '14S', '13S', '04C')",14.135420000000002,,438383.0
"('03S', '02D', '05S', '14S', '13S')",14.13532,,437990.0
"('03S', '02D', '14S', '13S', '04C')",14.134319999999999,,437598.0
"('11D', '10D', '12D', '14S', '09S')",14.132089999999998,,437205.0
"('11D', '10D', '12D', '14S', '08H')",14.132079999999998,,436813.0
"('11D', '10D', '12D', '14S', '07D')",14.132069999999997,,436420.0
"('11D', '10D', '06C', '12D', '14S')",14.132059999999997,,436028.0
"('11D', '10D', '12D', '05S', '14S')",14.132049999999998,,435635.0
"('11D', '10D', '12D', '14S', '04C')",14.132039999999998,,435243.0
"('11D', '10D', '03S', '12D', '14S')",14.132029999999999,,434850.0
"('11D', '10D', '12D', '02D', '14S')",14.132019999999997,,434458.0
"('11D', '12D', '14S', '08H', '09S')",14.131979999999999,,434066.0
"('11D', '12D', '14S', '09S', '07D')",14.131969999999997,,433673.0
"('11D', '06C', '12D', '14S', '09S')",14.131959999999998,,433281.0
"('11D', '12D', '05S', '14S', '09S')",14.131949999999998,,432888.0
"('11D', '12D', '14S', '04C', '09S')",14.131939999999998,,432496.0
"('11D', '03S', '12D', '14S', '09S')",14.131929999999999,,432103.0
"('11D', '12D', '02D', '14S', '09S')",14.131919999999997,,431711.0
"('11D', '12D', '14S', '08H', '07D')",14.131869999999997,,431318.0
"('11D', '06C', '12D', '14S', '08H')",14.131859999999998,,430926.0
"('11D', '12D', '05S', '14S', '08H')",14.131849999999998,,430533.0
"('11D', '12D', '14S', '08H', '04C')",14.131839999999999,,430141.0
"('11D', '03S', '12D', '14S', '08H')",14.131829999999999,,429748.0
"('11D', '12D', '02D', '14S', '08H')",14.131819999999998,,429356.0
"('11D', '06C', '12D', '14S', '07D')",14.131759999999998,,428964.0
"('11D', '12D', '05S', '14S', '07D')",14.131749999999998,,428571.0
"('11D', '12D', '14S', '04C', '07D')",14.131739999999999,,428179.0
"('11D', '03S', '12D', '14S', '07D')",14.13173,,427786.0
"('11D', '12D', '02D', '14S', '07D')",14.131719999999998,,427394.0
"('11D', '06C', '12D', '05S', '14S')",14.131649999999999,,427001.0
"('11D', '06C', '12D', '14S', '04C')",14.131639999999999,,426609.0
"('11D', '06C', '03S', '12D', '14S')",14.13163,,426216.0
"('11D', '06C', '12D', '02D', '14S')",14.131619999999998,,425824.0
"('11D', '12D', '05S', '14S', '04C')",14.13154,,425431.0
"('11D', '03S', '12D', '05S', '14S')",14.13153,,425039.0
"('11D', '12D', '02D', '05S', '14S')",14.131519999999998,,424646.0
"('11D', '03S', '12D', '14S', '04C')",14.13143,,424254.0
"('11D', '12D', '02D', '14S', '04C')",14.131419999999999,,423861.0
"('11D', '03S', '12D', '02D', '14S')",14.131319999999997,,423469.0
"('10D', '12D', '14S', '08H', '09S')",14.13098,,423077.0
"('10D', '12D', '14S', '09S', '07D')",14.130969999999998,,422684.0
"('10D', '06C', '12D', '14S', '09S')",14.130959999999998,,422292.0
"('10D', '12D', '05S', '14S', '09S')",14.130949999999999,,421899.0
"('10D', '12D', '14S', '04C', '09S')",14.130939999999999,,421507.0
"('10D', '03S', '12D', '14S', '09S')",14.13093,,421114.0
"('10D', '12D', '02D', '14S', '09S')",14.130919999999998,,420722.0
"('10D', '12D', '14S', '08H', '07D')",14.130869999999998,,420329.0
"('10D', '06C', '12D', '14S', '08H')",14.130859999999998,,419937.0
"('10D', '12D', '05S', '14S', '08H')",14.130849999999999,,419544.0
"('10D', '12D', '14S', '08H', '04C')",14.13084,,419152.0
"('10D', '03S', '12D', '14S', '08H')",14.13083,,418759.0
"('10D', '12D', '02D', '14S', '08H')",14.130819999999998,,418367.0
"('10D', '06C', '12D', '14S', '07D')",14.130759999999999,,417974.0
"('10D', '12D', '05S', '14S', '07D')",14.130749999999999,,417582.0
"('10D', '12D', '14S', '04C', '07D')",14.13074,,417190.0
"('10D', '03S', '12D', '14S', '07D')",14.13073,,416797.0
"('10D', '12D', '02D', '14S', '07D')",14.130719999999998,,416405.0
"('10D', '06C', '12D', '05S', '14S')",14.13065,,416012.0
"('10D', '06C', '12D', '14S', '04C')",14.13064,,415620.0
"('10D', '06C', '03S', '12D', '14S')",14.13063,,415227.0
"('10D', '06C', '12D', '02D', '14S')",14.130619999999999,,414835.0
"('10D', '12D', '05S', '14S', '04C')",14.13054,,414442.0
"('10D', '03S', '12D', '05S', '14S')",14.13053,,414050.0
"('10D', '12D', '02D', '05S', '14S')",14.130519999999999,,413657.0
"('10D', '03S', '12D', '14S', '04C')",14.13043,,413265.0
"('10D', '12D', '02D', '14S', '04C')",14.130419999999999,,412872.0
"('10D', '03S', '12D', '02D', '14S')",14.130319999999998,,412480.0
"('12D', '14S', '08H', '09S', '07D')",14.129869999999999,,412088.0
"('06C', '12D', '14S', '08H', '09S')",14.129859999999999,,411695.0
"('12D', '05S', '14S', '08H', '09S')",14.12985,,411303.0
"('12D', '14S', '08H', '04C', '09S')",14.12984,,410910.0
"('03S', '12D', '14S', '08H', '09S')",14.12983,,410518.0
"('12D', '02D', '14S', '08H', '09S')",14.129819999999999,,410125.0
"('06C', '12D', '14S', '09S', '07D')",14.12976,,409733.0
"('12D', '05S', '14S', '09S', '07D')",14.12975,,409340.0
"('12D', '14S', '04C', '09S', '07D')",14.12974,,408948.0
"('03S', '12D', '14S', '09S', '07D')",14.12973,,408555.0
"('12D', '02D', '14S', '09S', '07D')",14.129719999999999,,408163.0
"('06C', '12D', '05S', '14S', '09S')",14.12965,,407770.0
"('06C', '12D', '14S', '04C', '09S')",14.12964,,407378.0
"('06C', '03S', '12D', '14S', '09S')",14.12963,,406985.0
"('06C', '12D', '02D', '14S', '09S')",14.12962,,406593.0
"('12D', '05S', '14S', '04C', '09S')",14.12954,,406201.0
"('03S', '12D', '05S', '14S', '09S')",14.12953,,405808.0
"('12D', '02D', '05S', '14S', '09S')",14.12952,,405416.0
"('03S', '12D', '14S', '04C', '09S')",14.129430000000001,,405023.0
"('12D', '02D', '14S', '04C', '09S')",14.12942,,404631.0
"('03S', '12D', '02D', '14S', '09S')",14.129319999999998,,404238.0
"('06C', '12D', '14S', '08H', '07D')",14.128759999999998,,403846.0
"('12D', '05S', '14S', '08H', '07D')",14.128749999999998,,403453.0
"('12D', '14S', '08H', '04C', '07D')",14.128739999999999,,403061.0
"('03S', '12D', '14S', '08H', '07D')",14.12873,,402668.0
"('12D', '02D', '14S', '08H', '07D')",14.128719999999998,,402276.0
"('06C', '12D', '05S', '14S', '08H')",14.128649999999999,,401883.0
"('06C', '12D', '14S', '08H', '04C')",14.128639999999999,,401491.0
"('06C', '03S', '12D', '14S', '08H')",14.12863,,401099.0
"('06C', '12D', '02D', '14S', '08H')",14.128619999999998,,400706.0
"('12D', '05S', '14S', '08H', '04C')",14.12854,,400314.0
"('03S', '12D', '05S', '14S', '08H')",14.12853,,399921.0
"('12D', '02D', '05S', '14S', '08H')",14.128519999999998,,399529.0
"('03S', '12D', '14S', '08H', '04C')",14.12843,,399136.0
"('12D', '02D', '14S', '08H', '04C')",14.128419999999998,,398744.0
"('03S', '12D', '02D', '14S', '08H')",14.128319999999997,,398351.0
"('06C', '12D', '05S', '14S', '07D')",14.12765,,397959.0
"('06C', '12D', '14S', '04C', '07D')",14.12764,,397566.0
"('06C', '03S', '12D', '14S', '07D')",14.12763,,397174.0
"('06C', '12D', '02D', '14S', '07D')",14.127619999999999,,396781.0
"('12D', '05S', '14S', '04C', '07D')",14.12754,,396389.0
"('03S', '12D', '05S', '14S', '07D')",14.12753,,395996.0
"('12D', '02D', '05S', '14S', '07D')",14.127519999999999,,395604.0
"('03S', '12D', '14S', '04C', '07D')",14.12743,,395212.0
"('12D', '02D', '14S', '04C', '07D')",14.127419999999999,,394819.0
"('03S', '12D', '02D', '14S', '07D')",14.127319999999997,,394427.0
"('06C', '12D', '05S', '14S', '04C')",14.12654,,394034.0
"('06C', '03S', '12D', '05S', '14S')",14.12653,,393642.0
"('06C', '12D', '02D', '05S', '14S')",14.12652,,393249.0
"('06C', '03S', '12D', '14S', '04C')",14.126430000000001,,392857.0
"('06C', '12D', '02D', '14S', '04C')",14.12642,,392464.0
"('06C', '03S', '12D', '02D', '14S')",14.126319999999998,,392072.0
"('03S', '12D', '05S', '14S', '04C')",14.125430000000001,,391679.0
"('12D', '02D', '05S', '14S', '04C')",14.12542,,391287.0
"('03S', '12D', '02D', '05S', '14S')",14.125319999999999,,390894.0
"('03S', '12D', '02D', '14S', '04C')",14.124319999999997,,390502.0
"('11D', '10D', '14S', '08H', '09S')",14.12098,,390110.0
"('11D', '10D', '14S', '09S', '07D')",14.120969999999998,,389717.0
"('11D', '10D', '06C', '14S', '09S')",14.120959999999998,,389325.0
"('11D', '10D', '05S', '14S', '09S')",14.120949999999999,,388932.0
"('11D', '10D', '14S', '04C', '09S')",14.12094,,388540.0
"('11D', '10D', '03S', '14S', '09S')",14.12093,,388147.0
"('11D', '10D', '02D', '14S', '09S')",14.120919999999998,,387755.0
"('11D', '10D', '14S', '08H', '07D')",14.120869999999998,,387362.0
"('11D', '10D', '06C', '14S', '08H')",14.120859999999999,,386970.0
"('11D', '10D', '05S', '14S', '08H')",14.120849999999999,,386577.0
"('11D', '10D', '14S', '08H', '04C')",14.12084,,386185.0
"('11D', '10D', '03S', '14S', '08H')",14.12083,,385792.0
"('11D', '10D', '02D', '14S', '08H')",14.120819999999998,,385400.0
"('11D', '10D', '06C', '14S', '07D')",14.120759999999999,,385007.0
"('11D', '10D', '05S', '14S', '07D')",14.12075,,384615.0
"('11D', '10D', '14S', '04C', '07D')",14.12074,,384223.0
"('11D', '10D', '03S', '14S', '07D')",14.12073,,383830.0
"('11D', '10D', '02D', '14S', '07D')",14.120719999999999,,383438.0
"('11D', '10D', '06C', '05S', '14S')",14.12065,,383045.0
"('11D', '10D', '06C', '14S', '04C')",14.12064,,382653.0
"('11D', '10D', '06C', '03S', '14S')",14.12063,,382260.0
"('11D', '10D', '06C', '02D', '14S')",14.120619999999999,,381868.0
"('11D', '10D', '05S', '14S', '04C')",14.12054,,381475.0
